carName,model,year,sellingPrice,condition,mileage,driven,fuel
Honda City,Titanium,2008,1632810,Fair,22.6,101098,Diesel
Maruti Suzuki Swift,Titanium,2012,354974,Needs Work,19.53,90479,Electric
Mahindra Scorpio,VDI,2022,369801,Excellent,17.41,126621,Petrol
Hyundai Creta,HTX,2013,1535934,Needs Work,14.91,132746,Diesel
Kia Seltos,VDI,2012,1179540,Good,22.73,7210,CNG
Kia Seltos,HTX,2017,1797115,Fair,21.11,90356,Electric
Kia Seltos,Titanium,2012,106957,Fair,23.87,37667,Petrol
Ford Ecosport,S10,2021,1540771,Excellent,22.38,166852,CNG
Toyota Innova,S10,2022,1594634,Fair,20.43,157442,Petrol
Maruti Suzuki Swift,Crysta,2021,495005,Excellent,17.73,108605,Diesel
Honda City,EX,2016,1593348,Fair,23.56,71250,Diesel
Mahindra Scorpio,Crysta,2014,478159,Needs Work,18.76,73527,Electric
Maruti Suzuki Swift,EX,2009,911574,Needs Work,14.57,38706,Diesel
Toyota Innova,HTX,2019,1589688,Fair,13.14,43523,Petrol
Tata Nexon,S10,2023,1456147,Needs Work,22.7,139833,CNG
Kia Seltos,XZ+,2019,134616,Excellent,20.84,126382,Electric
Tata Nexon,EX,2022,1119588,Good,15.92,105116,CNG
Hyundai Creta,XZ+,2019,1902014,Needs Work,19.01,140370,Petrol
Maruti Suzuki Swift,S10,2011,641653,Excellent,16.54,96615,Diesel
Hyundai Creta,EX,2020,790504,Excellent,10.99,197061,Electric
Ford Ecosport,ZX,2015,760367,Fair,23.7,64400,Electric
Honda City,XZ+,2009,251544,Fair,16.38,38133,Electric
Hyundai Creta,EX,2015,1470427,Good,10.85,199286,Electric
Kia Seltos,Crysta,2010,505101,Fair,18.32,78523,Diesel
Kia Seltos,Crysta,2008,246731,Needs Work,23.37,116991,Diesel
Maruti Suzuki Swift,EX,2014,986653,Good,21.31,14908,Electric
Maruti Suzuki Swift,S10,2020,1717468,Needs Work,16.32,58524,CNG
Mahindra Scorpio,Titanium,2008,1838327,Good,10.44,152797,CNG
Ford Ecosport,Crysta,2013,1993011,Excellent,17.83,175325,CNG
Hyundai Creta,VDI,2012,1523010,Good,22.56,1013,Electric
Maruti Suzuki Swift,HTX,2016,1836194,Fair,13.33,172261,Petrol
Toyota Innova,ZX,2005,1808584,Fair,10.39,118417,CNG
Honda City,ZX,2011,1481194,Excellent,18.66,30544,CNG
Maruti Suzuki Swift,XZ+,2009,1549675,Fair,17.34,174956,Electric
Hyundai Creta,HTX,2012,1432314,Excellent,20.4,145459,Electric
Toyota Innova,S10,2019,1499831,Fair,10.39,61313,Petrol
Honda City,EX,2007,942142,Excellent,15.1,195469,Petrol
Tata Nexon,Crysta,2009,1004613,Good,20.94,13110,CNG
Toyota Innova,EX,2011,1327408,Good,15.16,164372,Petrol
Toyota Innova,EX,2010,1276959,Good,15.14,1963,Petrol
Kia Seltos,S10,2022,1734559,Fair,14.82,129173,Electric
Ford Ecosport,XZ+,2018,147925,Fair,22.28,110333,CNG
Tata Nexon,S10,2020,1270171,Good,21.33,52228,Electric
Mahindra Scorpio,VDI,2007,856813,Needs Work,15.64,141610,Petrol
Tata Nexon,XZ+,2022,1866535,Needs Work,11.04,21607,CNG
Hyundai Creta,Crysta,2017,1952436,Fair,23.63,131711,Petrol
Hyundai Creta,XZ+,2022,1511241,Fair,19.64,77352,CNG
Tata Nexon,EX,2020,419615,Excellent,17.33,166421,Electric
Honda City,HTX,2011,1165368,Good,19.02,187923,Diesel
Maruti Suzuki Swift,HTX,2013,789286,Good,24.01,148881,Petrol
Toyota Innova,S10,2012,803092,Needs Work,10.31,129288,Diesel
Honda City,XZ+,2007,1354474,Excellent,12.26,161188,Petrol
Mahindra Scorpio,VDI,2019,1312190,Good,14.37,140307,Petrol
Ford Ecosport,HTX,2015,1911311,Needs Work,23.65,145874,Petrol
Mahindra Scorpio,ZX,2015,256099,Needs Work,20.44,99147,CNG
Kia Seltos,Crysta,2022,1887344,Good,23.21,72080,Diesel
Honda City,Crysta,2023,615859,Fair,18.52,68891,CNG
Kia Seltos,HTX,2020,1804159,Excellent,15.05,166160,Electric
Hyundai Creta,EX,2006,105567,Good,20.55,196201,Electric
Maruti Suzuki Swift,HTX,2022,283216,Good,22.66,185495,Petrol
Tata Nexon,Crysta,2020,1270016,Needs Work,23.33,145014,CNG
Honda City,HTX,2010,779410,Good,20.99,189638,Petrol
Mahindra Scorpio,XZ+,2016,377166,Needs Work,22.78,7583,CNG
Ford Ecosport,XZ+,2006,1141605,Fair,20.3,109591,Electric
Ford Ecosport,HTX,2009,318030,Fair,20.7,53280,CNG
Maruti Suzuki Swift,Titanium,2020,311446,Good,19.94,4221,Petrol
Kia Seltos,Titanium,2014,1518911,Good,18.71,158528,Diesel
Maruti Suzuki Swift,HTX,2021,1058279,Excellent,15.08,122852,Diesel
Hyundai Creta,VDI,2006,1528244,Excellent,22.17,16562,CNG
Maruti Suzuki Swift,Crysta,2008,1626452,Needs Work,18.87,90845,Diesel
Tata Nexon,VDI,2010,1628516,Excellent,20.25,166167,Petrol
Honda City,Titanium,2009,1664297,Needs Work,10.86,28784,Electric
Mahindra Scorpio,Crysta,2017,112786,Excellent,23.77,129409,CNG
Tata Nexon,Crysta,2013,1197739,Excellent,22.12,45854,Electric
Maruti Suzuki Swift,XZ+,2021,1837959,Fair,10.25,109964,Electric
Honda City,HTX,2022,146865,Good,10.59,139857,CNG
Ford Ecosport,ZX,2007,1094406,Good,24.4,5399,CNG
Honda City,ZX,2020,1614984,Excellent,21.47,139737,CNG
Kia Seltos,Crysta,2013,716339,Needs Work,19.37,5974,CNG
Hyundai Creta,EX,2019,588298,Good,13.37,192997,Diesel
Honda City,Crysta,2012,670880,Good,22.21,4712,Petrol
Honda City,HTX,2020,1246535,Needs Work,10.16,39431,CNG
Hyundai Creta,Titanium,2020,749761,Needs Work,21.93,181712,Electric
Honda City,ZX,2014,1655457,Needs Work,16.63,153588,Petrol
Mahindra Scorpio,XZ+,2012,1218266,Excellent,12.38,77268,Electric
Tata Nexon,S10,2006,1479810,Good,12.75,20734,CNG
Toyota Innova,EX,2016,1651077,Excellent,14.26,32930,Diesel
Maruti Suzuki Swift,XZ+,2005,1309954,Needs Work,12.87,117500,CNG
Maruti Suzuki Swift,HTX,2015,666199,Needs Work,20.42,88701,Diesel
Mahindra Scorpio,S10,2017,1762990,Needs Work,13.11,96549,Diesel
Hyundai Creta,XZ+,2016,1268240,Needs Work,11.73,157097,Electric
Tata Nexon,Titanium,2023,1221089,Fair,24.69,49754,CNG
Kia Seltos,HTX,2020,1356937,Needs Work,22.59,81388,Diesel
Hyundai Creta,EX,2012,750798,Fair,12.49,130848,Electric
Maruti Suzuki Swift,XZ+,2006,1944540,Needs Work,24.04,129583,Electric
Kia Seltos,Titanium,2023,840200,Needs Work,14.95,19039,Petrol
Toyota Innova,XZ+,2017,312965,Fair,17.85,186020,Diesel
Honda City,Titanium,2012,1556332,Good,13.48,174155,Electric
Maruti Suzuki Swift,XZ+,2005,1539894,Excellent,16.76,103593,Diesel
Hyundai Creta,EX,2017,1654692,Fair,14.94,194778,Petrol
Ford Ecosport,XZ+,2010,519948,Good,12.88,62649,Petrol
Ford Ecosport,Titanium,2023,1653732,Good,23.57,72769,Petrol
Toyota Innova,Titanium,2011,636583,Good,14.6,122630,Diesel
Toyota Innova,VDI,2017,569897,Excellent,13.26,166160,CNG
Mahindra Scorpio,Titanium,2005,195480,Fair,10.26,198158,Electric
Tata Nexon,Titanium,2007,610339,Good,14.21,91515,CNG
Ford Ecosport,HTX,2008,806703,Excellent,17.45,191246,Petrol
Ford Ecosport,S10,2013,1007033,Needs Work,13.65,153030,Diesel
Kia Seltos,EX,2020,218209,Fair,23.79,196318,CNG
Hyundai Creta,Titanium,2011,453473,Excellent,15.38,128016,Electric
Ford Ecosport,VDI,2018,716759,Good,12.78,36755,Diesel
Ford Ecosport,EX,2008,566220,Fair,19.52,116399,Diesel
Hyundai Creta,EX,2005,1587790,Good,20.21,177677,Diesel
Kia Seltos,S10,2022,1051002,Needs Work,17.84,181673,Diesel
Ford Ecosport,HTX,2007,1170342,Excellent,19.33,138451,CNG
Tata Nexon,HTX,2006,769024,Excellent,11.53,166473,Petrol
Toyota Innova,Titanium,2015,200715,Excellent,21.07,80493,Electric
Ford Ecosport,ZX,2009,685358,Needs Work,11.14,172424,Petrol
Maruti Suzuki Swift,HTX,2009,420412,Needs Work,17.82,86405,Petrol
Honda City,HTX,2008,1627584,Excellent,23.82,180658,CNG
Mahindra Scorpio,VDI,2015,1261512,Excellent,24.48,134436,Petrol
Hyundai Creta,Crysta,2005,194721,Fair,16.14,81949,Diesel
Hyundai Creta,Titanium,2012,1022415,Good,18.02,196862,Petrol
Mahindra Scorpio,EX,2009,766542,Good,18.7,78224,Petrol
Honda City,HTX,2021,1788855,Excellent,23.28,104740,CNG
Honda City,XZ+,2011,1028921,Needs Work,23.07,92740,CNG
Maruti Suzuki Swift,Crysta,2014,971208,Fair,13.66,141517,Petrol
Kia Seltos,HTX,2013,1747806,Good,17.81,137774,Petrol
Honda City,ZX,2018,1132002,Needs Work,22.35,99790,CNG
Mahindra Scorpio,HTX,2017,1040272,Needs Work,23.54,106593,Petrol
Toyota Innova,S10,2005,990148,Needs Work,16.37,141272,CNG
Hyundai Creta,ZX,2020,897392,Fair,16.75,6769,Diesel
Honda City,S10,2013,262116,Good,16.09,42242,CNG
Maruti Suzuki Swift,Titanium,2012,1532829,Good,15.43,195218,CNG
Honda City,XZ+,2021,1947909,Fair,24.74,16871,Diesel
Ford Ecosport,Crysta,2008,657089,Needs Work,22.08,35250,Electric
Maruti Suzuki Swift,HTX,2019,1198644,Needs Work,13.65,180498,CNG
Toyota Innova,XZ+,2017,1556157,Fair,16.31,88622,Electric
Tata Nexon,HTX,2015,1745536,Fair,10.41,154875,Diesel
Kia Seltos,EX,2010,1086174,Needs Work,23.43,133035,Petrol
Tata Nexon,HTX,2018,1346695,Fair,16.36,50619,Electric
Tata Nexon,HTX,2019,1213730,Fair,12.0,51435,Electric
Mahindra Scorpio,Titanium,2007,577417,Fair,10.97,29479,Diesel
Maruti Suzuki Swift,XZ+,2009,775872,Excellent,10.76,121083,Diesel
Hyundai Creta,XZ+,2017,524538,Good,15.79,5972,Diesel
Kia Seltos,ZX,2016,378460,Fair,20.5,44176,Diesel
Kia Seltos,ZX,2012,892737,Fair,11.04,20223,Diesel
Toyota Innova,HTX,2019,848587,Needs Work,11.65,39613,CNG
Toyota Innova,S10,2022,1016413,Fair,18.39,37083,Electric
Toyota Innova,EX,2018,628623,Needs Work,15.17,105726,Petrol
Honda City,HTX,2015,422917,Excellent,21.74,103616,Petrol
Mahindra Scorpio,S10,2012,421385,Needs Work,24.27,27889,CNG
Toyota Innova,HTX,2011,1675991,Excellent,12.1,17561,Electric
Hyundai Creta,XZ+,2019,555871,Fair,13.9,85724,Petrol
Toyota Innova,Titanium,2015,1938060,Good,14.18,97683,Electric
Kia Seltos,Titanium,2008,1680769,Excellent,17.48,48215,CNG
Maruti Suzuki Swift,HTX,2020,200421,Fair,15.98,58398,Diesel
Mahindra Scorpio,EX,2005,611794,Good,11.35,116271,CNG
Mahindra Scorpio,HTX,2019,1968419,Excellent,17.76,78700,Electric
Mahindra Scorpio,ZX,2023,222797,Fair,12.9,172036,Petrol
Mahindra Scorpio,Crysta,2021,1922755,Fair,24.4,90120,Petrol
Tata Nexon,Titanium,2018,529418,Good,24.25,90041,Electric
Tata Nexon,XZ+,2012,235975,Excellent,14.58,72855,CNG
Mahindra Scorpio,ZX,2016,1258022,Good,23.58,198601,Petrol
Ford Ecosport,ZX,2017,771084,Good,23.54,111091,Petrol
Mahindra Scorpio,VDI,2008,1181413,Excellent,18.54,123663,Petrol
Hyundai Creta,S10,2012,117367,Good,20.72,6350,CNG
Ford Ecosport,XZ+,2012,388778,Fair,17.75,24609,Petrol
Maruti Suzuki Swift,Titanium,2008,238630,Needs Work,20.36,45812,Electric
Toyota Innova,Crysta,2012,1210463,Fair,17.63,122180,Electric
Mahindra Scorpio,S10,2008,1841561,Good,16.27,108498,Electric
Kia Seltos,Crysta,2007,1313824,Fair,11.49,129287,CNG
Maruti Suzuki Swift,ZX,2006,250192,Good,17.33,64991,CNG
Honda City,XZ+,2023,771082,Fair,11.79,25406,Electric
Maruti Suzuki Swift,Crysta,2016,233215,Excellent,13.01,8336,Electric
Tata Nexon,S10,2008,839050,Good,17.99,91007,Electric
Kia Seltos,S10,2020,1948632,Good,15.12,122778,Electric
Kia Seltos,VDI,2013,520856,Good,11.19,186831,Electric
Maruti Suzuki Swift,ZX,2021,197895,Fair,24.56,141280,Petrol
Hyundai Creta,Crysta,2009,1565686,Excellent,19.48,199883,Electric
Kia Seltos,EX,2022,1000747,Needs Work,19.27,22970,Diesel
Mahindra Scorpio,Crysta,2011,742118,Needs Work,20.46,126187,Petrol
Ford Ecosport,EX,2005,1902860,Fair,20.93,41774,CNG
Mahindra Scorpio,VDI,2010,229814,Good,14.52,139028,Electric
Toyota Innova,EX,2011,140319,Fair,17.73,105452,Petrol
Honda City,XZ+,2006,393586,Excellent,16.2,171802,Electric
Kia Seltos,ZX,2018,786978,Fair,11.13,137742,Electric
Kia Seltos,VDI,2007,1725619,Excellent,18.87,77237,CNG
Tata Nexon,VDI,2013,1868536,Good,10.77,30060,Electric
Ford Ecosport,EX,2016,683656,Excellent,24.73,152242,Electric
Toyota Innova,VDI,2007,588833,Excellent,20.32,15917,CNG
Ford Ecosport,HTX,2014,853484,Excellent,10.88,162353,Electric
Kia Seltos,Crysta,2007,609177,Excellent,19.17,189342,CNG
Kia Seltos,S10,2011,933640,Good,17.48,103365,Electric
Ford Ecosport,VDI,2015,1984889,Excellent,18.87,19232,Diesel
Mahindra Scorpio,HTX,2022,113812,Good,17.7,163584,Electric
Kia Seltos,S10,2005,377376,Excellent,11.77,167896,Petrol
Kia Seltos,Crysta,2010,950677,Excellent,20.66,60784,CNG
Kia Seltos,XZ+,2021,1612725,Excellent,21.19,100944,CNG
Honda City,Crysta,2023,1608968,Good,18.92,13767,Electric
Honda City,EX,2014,517801,Needs Work,22.44,55689,Diesel
Hyundai Creta,EX,2016,1235020,Fair,18.44,82285,Electric
Honda City,Titanium,2013,479969,Excellent,19.75,145718,Petrol
Maruti Suzuki Swift,S10,2014,1116668,Fair,15.57,32876,Petrol
Toyota Innova,EX,2022,181500,Needs Work,23.46,180728,Electric
Ford Ecosport,ZX,2013,1810037,Good,18.09,122296,Petrol
Maruti Suzuki Swift,Crysta,2010,802953,Good,18.36,89531,Electric
Honda City,XZ+,2016,1690427,Needs Work,11.5,60916,Petrol
Maruti Suzuki Swift,VDI,2022,1219138,Needs Work,14.35,13379,Petrol
Mahindra Scorpio,EX,2009,1947354,Excellent,15.92,120789,Diesel
Toyota Innova,HTX,2008,866964,Good,19.37,110086,Electric
Tata Nexon,VDI,2015,1444262,Excellent,11.64,66534,Electric
Kia Seltos,Crysta,2006,1558136,Good,17.18,134958,Petrol
Tata Nexon,ZX,2019,1409048,Needs Work,19.24,100573,CNG
Maruti Suzuki Swift,XZ+,2008,491440,Good,14.99,63028,Electric
Toyota Innova,VDI,2009,894458,Fair,23.2,28940,Petrol
Tata Nexon,S10,2011,963218,Fair,23.78,130427,Electric
Tata Nexon,Titanium,2023,911616,Needs Work,22.38,102100,Electric
Maruti Suzuki Swift,VDI,2014,1520062,Good,14.2,50686,Diesel
Maruti Suzuki Swift,ZX,2015,1406177,Fair,19.79,171393,Electric
Mahindra Scorpio,S10,2016,402142,Needs Work,21.65,8761,Petrol
Hyundai Creta,HTX,2016,817640,Needs Work,19.01,97440,Diesel
Toyota Innova,VDI,2007,757324,Fair,16.4,164350,Diesel
Hyundai Creta,XZ+,2016,500297,Good,21.9,42922,Diesel
Honda City,EX,2015,233773,Good,11.03,80399,Petrol
Toyota Innova,Titanium,2016,460333,Needs Work,20.16,93830,CNG
Hyundai Creta,Crysta,2009,1509229,Good,16.59,58936,Electric
Toyota Innova,Titanium,2018,1272803,Needs Work,14.43,166499,Petrol
Hyundai Creta,S10,2023,1220349,Needs Work,21.52,50711,Petrol
Honda City,VDI,2014,1574184,Needs Work,14.47,136303,CNG
Toyota Innova,Crysta,2018,1492317,Needs Work,15.46,43407,Electric
Honda City,EX,2009,1713418,Good,15.33,30317,Diesel
Honda City,XZ+,2018,803981,Good,24.85,179074,Electric
Mahindra Scorpio,XZ+,2005,846128,Excellent,12.92,145863,Petrol
Hyundai Creta,S10,2009,1551647,Needs Work,14.05,50184,Electric
Honda City,XZ+,2017,518954,Good,22.19,8341,Electric
Honda City,VDI,2023,1954594,Good,21.56,113091,Petrol
Ford Ecosport,EX,2009,1630995,Needs Work,13.56,1319,Diesel
Mahindra Scorpio,HTX,2007,1315489,Excellent,11.93,23069,Electric
Hyundai Creta,XZ+,2005,882378,Excellent,24.81,44542,CNG
Honda City,Crysta,2005,1323762,Excellent,22.25,4547,CNG
Ford Ecosport,EX,2021,1726189,Fair,21.82,75807,Petrol
Hyundai Creta,Titanium,2014,770203,Good,21.76,52535,CNG
Tata Nexon,Crysta,2006,1623666,Good,20.29,160912,CNG
Maruti Suzuki Swift,VDI,2016,766487,Good,16.81,198871,Diesel
Tata Nexon,Titanium,2012,1797644,Needs Work,21.23,174386,Petrol
Tata Nexon,HTX,2014,953633,Needs Work,13.45,188758,Electric
Maruti Suzuki Swift,EX,2009,890682,Excellent,23.5,6251,Electric
Honda City,VDI,2017,1876712,Excellent,19.33,62654,Petrol
Honda City,S10,2006,467320,Needs Work,17.15,85233,Electric
Tata Nexon,XZ+,2008,735383,Needs Work,18.07,130320,Diesel
Hyundai Creta,EX,2008,1864797,Excellent,13.52,5270,Diesel
Ford Ecosport,Titanium,2014,1776097,Good,10.14,70103,CNG
Mahindra Scorpio,S10,2018,985719,Excellent,16.3,54607,Petrol
Toyota Innova,HTX,2008,1629045,Good,19.43,91360,Diesel
Maruti Suzuki Swift,ZX,2014,1110200,Fair,17.11,21684,Petrol
Maruti Suzuki Swift,ZX,2009,972898,Fair,18.07,3149,Petrol
Honda City,Titanium,2011,992733,Good,23.34,12468,Petrol
Toyota Innova,S10,2009,1064750,Excellent,14.47,158626,CNG
Maruti Suzuki Swift,XZ+,2006,1317129,Fair,23.49,47170,Diesel
Toyota Innova,XZ+,2011,948859,Excellent,17.24,150151,CNG
Ford Ecosport,Titanium,2008,1449205,Fair,10.8,77802,CNG
Kia Seltos,VDI,2009,1862913,Fair,10.68,84716,Petrol
Kia Seltos,S10,2012,1531341,Good,21.59,6508,CNG
Ford Ecosport,HTX,2010,1654492,Needs Work,16.76,144739,Petrol
Maruti Suzuki Swift,HTX,2017,107937,Good,12.87,73863,Petrol
Toyota Innova,VDI,2021,523650,Good,20.77,183773,Diesel
Toyota Innova,VDI,2007,494864,Needs Work,22.18,122741,Diesel
Toyota Innova,S10,2008,1177928,Excellent,15.85,41917,Petrol
Toyota Innova,EX,2021,1858150,Fair,23.69,121721,Diesel
Ford Ecosport,HTX,2018,1715849,Fair,19.69,169344,Diesel
Ford Ecosport,Crysta,2009,134179,Needs Work,18.66,76920,Electric
Ford Ecosport,EX,2008,406987,Fair,17.58,20617,Petrol
Mahindra Scorpio,XZ+,2020,1013607,Fair,19.41,176129,Petrol
Toyota Innova,EX,2010,401113,Fair,19.18,4700,Diesel
Maruti Suzuki Swift,HTX,2012,851017,Fair,13.98,63252,Electric
Honda City,HTX,2021,1485730,Excellent,16.74,179806,Petrol
Maruti Suzuki Swift,VDI,2005,347216,Fair,22.88,59533,CNG
Ford Ecosport,XZ+,2023,1884442,Good,16.29,95877,Diesel
Kia Seltos,Titanium,2010,1015225,Good,11.09,184071,Electric
Ford Ecosport,VDI,2023,1868131,Excellent,15.51,76558,Electric
Hyundai Creta,XZ+,2012,875543,Fair,18.15,23276,Petrol
Toyota Innova,HTX,2007,1946719,Needs Work,17.67,109306,CNG
Mahindra Scorpio,XZ+,2019,1756425,Excellent,23.84,80277,CNG
Mahindra Scorpio,ZX,2021,1039875,Excellent,19.38,140732,Diesel
Kia Seltos,S10,2011,1938185,Fair,20.06,188550,CNG
Ford Ecosport,ZX,2023,357193,Fair,12.32,3337,CNG
Ford Ecosport,S10,2019,153927,Good,12.12,14574,CNG
Mahindra Scorpio,ZX,2012,985766,Fair,10.21,57671,Diesel
Honda City,EX,2018,506933,Good,10.07,164677,CNG
Hyundai Creta,Titanium,2014,1485623,Excellent,20.54,73600,CNG
Hyundai Creta,EX,2020,680477,Needs Work,20.8,92112,Diesel
Tata Nexon,Titanium,2011,448452,Needs Work,11.62,140296,CNG
Tata Nexon,ZX,2007,629353,Excellent,10.81,154380,Diesel
Toyota Innova,Crysta,2008,812579,Good,11.36,192554,CNG
Maruti Suzuki Swift,HTX,2007,907503,Needs Work,19.76,16366,Petrol
Mahindra Scorpio,XZ+,2013,596401,Excellent,20.67,179513,Petrol
Hyundai Creta,ZX,2006,1121450,Good,18.52,186237,Diesel
Honda City,XZ+,2023,1651095,Needs Work,24.08,29570,Electric
Tata Nexon,XZ+,2016,1845739,Good,13.24,153043,Electric
Honda City,EX,2023,1020432,Needs Work,16.94,35674,CNG
Maruti Suzuki Swift,HTX,2020,1002635,Needs Work,21.85,119153,CNG
Tata Nexon,S10,2010,1510364,Needs Work,13.18,174627,CNG
Toyota Innova,EX,2010,1933168,Good,14.39,98951,Electric
Maruti Suzuki Swift,Crysta,2022,419512,Needs Work,19.87,35023,Electric
Ford Ecosport,ZX,2006,1494520,Excellent,23.58,93530,Diesel
Toyota Innova,VDI,2021,121273,Fair,11.79,31976,Electric
Kia Seltos,S10,2006,113367,Good,20.51,13937,Petrol
Hyundai Creta,HTX,2015,1862248,Excellent,21.54,99546,Diesel
Honda City,ZX,2022,1117543,Needs Work,24.55,88172,CNG
Tata Nexon,XZ+,2016,594795,Good,15.57,183969,Electric
Ford Ecosport,S10,2022,1505878,Excellent,12.54,88311,Electric
Kia Seltos,VDI,2018,1108275,Needs Work,24.46,49201,Diesel
Honda City,HTX,2023,561519,Fair,21.57,110844,Electric
Mahindra Scorpio,VDI,2016,1405479,Good,18.96,50837,Electric
Kia Seltos,Crysta,2018,1863435,Fair,23.08,121768,Diesel
Hyundai Creta,HTX,2011,135142,Good,16.53,153130,Diesel
Tata Nexon,EX,2005,1123491,Good,23.8,50270,Electric
Kia Seltos,ZX,2007,1141831,Fair,12.02,143844,Petrol
Mahindra Scorpio,XZ+,2016,159558,Good,10.78,164058,Petrol
Hyundai Creta,EX,2013,1291147,Excellent,19.18,20801,Petrol
Tata Nexon,EX,2014,331269,Fair,10.31,126834,Petrol
Maruti Suzuki Swift,HTX,2010,1866393,Good,17.71,135005,Electric
Ford Ecosport,EX,2016,1416490,Needs Work,19.56,83406,Diesel
Honda City,XZ+,2018,899764,Needs Work,17.6,37034,Electric
Mahindra Scorpio,S10,2014,969716,Needs Work,15.44,44169,Petrol
Tata Nexon,ZX,2015,1344449,Excellent,13.59,67246,Petrol
Honda City,EX,2013,588808,Good,15.94,46915,Electric
Mahindra Scorpio,EX,2022,1034751,Fair,10.43,44042,Diesel
Mahindra Scorpio,VDI,2011,1497652,Fair,17.42,10931,Electric
Mahindra Scorpio,EX,2011,1953342,Good,19.63,47540,Petrol
Hyundai Creta,Crysta,2014,401749,Excellent,20.29,3786,CNG
Ford Ecosport,Crysta,2013,574458,Needs Work,15.53,194842,CNG
Tata Nexon,XZ+,2011,1698670,Fair,20.48,180823,Petrol
Kia Seltos,EX,2020,1826885,Fair,16.98,137319,Petrol
Ford Ecosport,S10,2017,1565579,Good,23.67,196349,Electric
Tata Nexon,ZX,2012,1399143,Needs Work,20.63,112897,Petrol
Kia Seltos,VDI,2016,1368440,Good,18.25,78416,Petrol
Tata Nexon,Crysta,2020,245080,Fair,21.64,77642,Petrol
Hyundai Creta,HTX,2021,1060751,Excellent,14.65,185016,Diesel
Maruti Suzuki Swift,EX,2016,1731299,Needs Work,13.12,64032,Diesel
Mahindra Scorpio,VDI,2011,363591,Excellent,24.82,16948,Petrol
Mahindra Scorpio,HTX,2011,1857210,Good,21.52,80107,Electric
Maruti Suzuki Swift,XZ+,2014,1846720,Fair,10.85,7974,Petrol
Toyota Innova,Titanium,2023,386532,Good,22.62,16596,Electric
Honda City,EX,2017,489035,Excellent,11.94,92180,Electric
Maruti Suzuki Swift,VDI,2013,1368204,Fair,16.84,197297,Petrol
Toyota Innova,S10,2023,1399463,Good,16.58,142196,Diesel
Kia Seltos,XZ+,2005,1624696,Good,21.62,184913,Diesel
Honda City,VDI,2013,449507,Needs Work,12.93,109598,Electric
Kia Seltos,S10,2020,1638330,Fair,13.6,39043,CNG
Tata Nexon,VDI,2019,1448749,Good,14.61,60353,Petrol
Ford Ecosport,VDI,2014,1348056,Good,10.12,133365,Petrol
Ford Ecosport,EX,2022,1550688,Good,23.65,77154,CNG
Maruti Suzuki Swift,ZX,2020,477359,Fair,24.41,84457,Diesel
Hyundai Creta,HTX,2006,412019,Good,19.81,16673,Diesel
Ford Ecosport,XZ+,2007,1447952,Fair,10.43,121956,Electric
Ford Ecosport,EX,2016,1673793,Good,22.86,21948,Diesel
Ford Ecosport,Crysta,2017,1713670,Fair,12.45,177626,Petrol
Kia Seltos,Titanium,2020,305730,Fair,24.18,177099,CNG
Maruti Suzuki Swift,EX,2009,1197153,Good,15.44,13069,CNG
Honda City,HTX,2006,1908050,Excellent,24.31,132783,Petrol
Ford Ecosport,S10,2010,1903992,Needs Work,22.91,165597,Electric
Hyundai Creta,Titanium,2012,1895294,Good,23.77,12794,Diesel
Ford Ecosport,S10,2019,1719039,Fair,18.92,116730,Petrol
Mahindra Scorpio,ZX,2010,153349,Good,15.59,29851,Diesel
Mahindra Scorpio,XZ+,2022,661983,Fair,20.53,187121,Diesel
Ford Ecosport,EX,2013,1690016,Needs Work,21.22,33046,CNG
Toyota Innova,S10,2007,844617,Needs Work,10.43,67589,Diesel
Tata Nexon,S10,2006,490358,Fair,11.06,72636,CNG
Toyota Innova,VDI,2019,1975620,Needs Work,18.47,58663,Electric
Mahindra Scorpio,ZX,2014,1129994,Good,22.18,151170,Diesel
Tata Nexon,HTX,2016,1955317,Needs Work,19.94,142076,CNG
Ford Ecosport,XZ+,2013,449283,Excellent,21.63,189788,Electric
Toyota Innova,Titanium,2012,606270,Good,20.25,39819,Diesel
Tata Nexon,HTX,2009,1311719,Fair,10.22,167706,Diesel
Maruti Suzuki Swift,VDI,2018,1963521,Fair,18.47,33955,Diesel
Kia Seltos,HTX,2018,1895164,Good,20.82,88457,Diesel
Tata Nexon,Titanium,2019,1597370,Excellent,18.25,110999,Electric
Kia Seltos,Crysta,2020,1651603,Excellent,16.85,22008,Electric
Maruti Suzuki Swift,EX,2010,653159,Good,22.3,60201,CNG
Mahindra Scorpio,S10,2006,1656229,Good,22.63,3754,Diesel
Maruti Suzuki Swift,Titanium,2012,319197,Excellent,18.23,30003,Petrol
Mahindra Scorpio,S10,2011,1574863,Fair,15.93,38525,Electric
Toyota Innova,Titanium,2020,1744438,Fair,19.64,72566,Electric
